"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","DE_index"
"Rv0708",0.45157002562572,7.73953139290315,6.94826376932087,5.37387464762545e-05,0.000146639179597538,0.989721706728565,"Rv0708",52
"Rv1116",-2.31587757489934,0.307574749839035,-6.94747428366991,5.3787649923713e-05,0.0001466695538299,2.28909081642905,"Rv1116",52
"Rv0613c",-0.402888247613788,8.57293993654618,-6.93588748671901,5.45109743171214e-05,0.000148537623349742,0.946938440593014,"Rv0613c",52
"Rv3235",1.37584206427257,3.24357246710306,6.928263215607,5.49927017641776e-05,0.00014974520403247,1.76799702834674,"Rv3235",52
"Rv3712",-0.697665279095182,4.80400746796943,-6.92500743036789,5.5199823036209e-05,0.000150203863244288,1.40745996257577,"Rv3712",52
"Rv1322",0.844941565611045,4.37268116013443,6.92367637683133,5.52847441458655e-05,0.000150329594900837,1.47346798043293,"Rv1322",52
"Rv1309",-0.511196948954719,7.7083657510894,-6.91955865763887,5.55483556219359e-05,0.000150830443414568,0.964872833456855,"Rv1309",52
"Rv2789c",-0.484568582423472,7.59026570338483,-6.91913926972409,5.55752809787643e-05,0.000150830443414568,0.974410912672825,"Rv2789c",52
"Rv0176",-0.708432927150469,6.58764628687272,-6.91898068581107,5.55854660124253e-05,0.000150830443414568,1.0764354620568,"Rv0176",52
"Rv2256a",-0.679595022800014,5.34257700275188,-6.91066194820828,5.61225939394614e-05,0.000152181586778582,1.28162178282964,"Rv2256a",52
"Rv1518",-2.35640683859602,1.12374432504428,-6.90145845586277,5.67234371020807e-05,0.000153703493557139,2.2035330213339,"Rv1518",52
"Rv1704c",-0.839387666013331,5.73120114811846,-6.89784493186208,5.69612535181326e-05,0.000154240270161024,1.19041350752201,"Rv1704c",52
"Rv1618",-0.518875157005623,5.87230373465705,-6.89541859815635,5.71215461151378e-05,0.00015456652513246,1.14591905163488,"Rv1618",52
"Rv3680",-0.428884512461444,8.10306021142322,-6.88955176968704,5.75111620254336e-05,0.000155512424891893,0.904987096623573,"Rv3680",52
"Rv3860",1.93452832807028,4.73848965699302,6.87943677913055,5.81897044141517e-05,0.000157237732943738,1.31212315200706,"Rv3860",52
"Rv3686c",0.598457464204973,7.41919246602328,6.87516023306622,5.84792024445797e-05,0.000157910113416066,0.927065057057622,"Rv3686c",52
"Rv3457c",-0.434602167779241,8.53090056627168,-6.8742600553061,5.8540338778601e-05,0.00015796534779521,0.870947508376297,"Rv3457c",52
"Rv2704",-0.593221060505394,5.24163648197942,-6.86909640701724,5.88923783001853e-05,0.000158804933985847,1.24443630551147,"Rv2704",52
"Rv1901",-0.509727542255281,7.47427187857097,-6.86615513974012,5.90939325840014e-05,0.000159237848871393,0.917245775499945,"Rv1901",52
"Rv1564c",-0.530808715310608,6.56640339848298,-6.86394854419748,5.92456350960946e-05,0.000159535923077764,1.0134196907153,"Rv1564c",52
"Rv0507",-0.545470353873192,6.84995949206965,-6.85328532261019,5.99847211061878e-05,0.000161414187148529,0.964652927011407,"Rv0507",52
"Rv0016c",-0.442807483746214,7.58519140211037,-6.85225649923537,6.00565593265168e-05,0.000161495581623868,0.889094524209868,"Rv0016c",52
"Rv3226c",0.60725176261864,5.33155662773572,6.84332741358399,6.0683983113974e-05,0.000163069831440527,1.1548245064168,"Rv3226c",52
"Rv3566A",2.4040961608547,4.92118238178884,6.84185505134634,6.07881252178852e-05,0.000163236715228941,1.24328085312988,"Rv3566A",52
"Rv2616",2.13277248560222,6.32552212449655,6.82983244021691,6.1645810248798e-05,0.000165425488041522,0.972646834471794,"Rv2616",52
"Rv1690",0.758387721492221,5.22899350712278,6.82888757005641,6.17137723396706e-05,0.000165493493090429,1.16049265044459,"Rv1690",52
"Rv2821c",2.208228265837,4.05924618823272,6.82808306159288,6.17717028026216e-05,0.000165534521727108,1.40779728775836,"Rv2821c",52
"Rv3165c",1.14280747892344,2.51684805324128,6.82659399273304,6.18790826897384e-05,0.000165707915920175,1.81139794018809,"Rv3165c",52
"Rv1832",0.36112860507089,8.66410108041461,6.81221504248377,6.29264868537277e-05,0.000168396656411457,0.784663909944799,"Rv1832",52
"Rv1526c",-1.30049874972811,3.82238524321237,-6.80960282090436,6.31188299565774e-05,0.000168795052838423,1.53988072642218,"Rv1526c",52
"Rv0956",-0.84582540525633,4.15401872940919,-6.80606789143739,6.33801325563852e-05,0.000169377188380209,1.40510967401297,"Rv0956",52
"Rv2454c",0.38328600153138,7.25944706578811,6.80477494191989,6.34760012318322e-05,0.000169516721308944,0.846750290557354,"Rv2454c",52
"Rv2213",-0.548026267634718,6.65728138945417,-6.80415496186695,6.35220269846393e-05,0.000169523045210553,0.924193195070814,"Rv2213",52
"Rv1335",-0.671119514047635,5.00697463890227,-6.80332583661912,6.35836358758556e-05,0.00016957091902881,1.21515746697316,"Rv1335",52
"Rv0242c",0.453228851609575,9.65750058821889,6.80248027977478,6.36465326588614e-05,0.000169622159447055,0.780592781099239,"Rv0242c",52
"Rv2132",0.688938563610945,4.98883856980567,6.80168992489943,6.37053844194938e-05,0.00016966255672215,1.19497777482638,"Rv2132",52
"Rv2890c",-0.459348212399162,7.29990267041516,-6.7991628295162,6.389395557078e-05,0.000170048135353899,0.84463224241625,"Rv2890c",52
"Rv2647",-1.10917123333735,2.91350381790187,-6.7933716743927,6.43283831687851e-05,0.000171087062907118,1.71537076053307,"Rv2647",52
"Rv0056",-0.432428242442999,6.99767736649247,-6.7874556949556,6.47754931110193e-05,0.000172158274982948,0.860309922688751,"Rv0056",52
"Rv1642",-0.65513647336995,7.21950902700913,-6.77924475712375,6.54016570752818e-05,0.000173703580316908,0.834324730038087,"Rv1642",52
"Rv1125",-0.802552613407322,4.43341314103538,-6.77308683456167,6.58755768938705e-05,0.000174842696567942,1.30469984626683,"Rv1125",52
"Rv2965c",-0.743317233865119,5.48633139876626,-6.77160901982824,6.598986569207e-05,0.000175026399236549,1.08521938321699,"Rv2965c",52
"Rv2273",-1.51654785795633,2.23967994929423,-6.76467883896835,6.65287041487741e-05,0.000176335125057809,1.84102623177847,"Rv2273",52
"Rv0711",0.444880322285514,7.81156583297961,6.75623666877423,6.71915754751944e-05,0.000177930904741631,0.741625687888572,"Rv0711",52
"Rv1007c",-0.553831161293493,6.20380757860327,-6.75563223977758,6.72393093713111e-05,0.000177930904741631,0.923091877197155,"Rv1007c",52
"Rv1898",0.722895282985359,5.47525901731183,6.75526615886132,6.72682380017292e-05,0.000177930904741631,1.02653034497799,"Rv1898",52
"Rv3833",-1.00015899548834,3.06366467551777,-6.75275012518768,6.74674277300583e-05,0.000178336298077479,1.62663449819246,"Rv3833",52
"Rv1439c",1.06499328842264,3.46927348332101,6.73750397636919,6.86882364462517e-05,0.000181439742939317,1.45379266883576,"Rv1439c",52
"Rv1115",-1.80612879244841,2.32140645366694,-6.73659234443743,6.87619908256671e-05,0.000181511087951098,1.82551317953773,"Rv1115",52
"Rv1595",0.52479324908518,10.5265705425489,6.73370784455482,6.89959251903654e-05,0.000182004876028661,0.710481316404962,"Rv1595",52
"Rv3610c",0.634549714457176,9.57712608856061,6.73169403648703,6.91597588021473e-05,0.000182313199883733,0.689860705802881,"Rv3610c",52
"Rv3459c",-0.519925895526388,7.32422816730529,-6.71469410964904,7.05597630713816e-05,0.000185877584807446,0.737018714817969,"Rv3459c",52
"Rv1470",1.5185711399299,4.02166116554242,6.71082651382074,7.08825560897702e-05,0.000186601332404459,1.2773561385612,"Rv1470",52
"Rv0012",0.459551556000993,6.49284522146013,6.70670442290192,7.12283573487097e-05,0.000187384628445149,0.808598026110802,"Rv0012",52
"Rv2970A",0.638577250221965,4.4538732433906,6.70546067154142,7.13330551259725e-05,0.00018753300816124,1.1840955188182,"Rv2970A",52
"Rv0698",-0.793617204385348,4.31370349854872,-6.69883282502264,7.1893808774155e-05,0.00018887933658325,1.24330601490724,"Rv0698",52
"Rv3733c",0.936072762057854,5.21694174537204,6.69488804205909,7.22298329991625e-05,0.000189633834709769,1.01797517398606,"Rv3733c",52
"Rv0404",-0.820468116418148,5.75222067937149,-6.69211861943545,7.24667574301204e-05,0.000190127310203485,0.923149787080657,"Rv0404",52
"Rv2238c",-0.49372963876727,6.22533473870735,-6.68591751668311,7.30003311512365e-05,0.000191397897272283,0.831394212097905,"Rv2238c",52
"Rv1919c",0.466932843331277,7.03921895444768,6.6795781734206,7.35502163453691e-05,0.000192709507469007,0.712219626370782,"Rv1919c",52
"Rv1032c",1.83100419764546,5.47361560343768,6.67631088443896,7.38353829526294e-05,0.000193326225222562,0.902100264866268,"Rv1032c",52
"Rv1451",-0.570924737136931,7.99313990042497,-6.67432797370034,7.40090356868252e-05,0.000193513586704604,0.63859931210145,"Rv1451",52
"Rv2773c",0.456396209958768,6.87944405594386,6.6734972944227,7.40819140070849e-05,0.000193513586704604,0.719868830903641,"Rv2773c",52
"Rv1384",-0.654760590221163,6.01233854582063,-6.67277755174418,7.41451225442764e-05,0.000193513586704604,0.842804890754735,"Rv1384",52
"Rv3814c",0.545318979274833,6.16099114882896,6.67276509521668,7.41462170050466e-05,0.000193513586704604,0.812088765063072,"Rv3814c",52
"Rv0141c",0.707160552181612,6.58059628174474,6.67265238510835,7.41561207871365e-05,0.000193513586704604,0.749313523678371,"Rv0141c",52
"Rv0274",0.72095344726926,6.55366547446749,6.66357833418626,7.49581894748629e-05,0.000195475251666147,0.750661778602034,"Rv0274",52
"Rv0784",-0.663702398442482,4.67296415748377,-6.65640517087281,7.55989077933389e-05,0.000197013797960762,1.09346948434938,"Rv0784",52
"Rv3453",-0.940741615684601,3.3977075277307,-6.65431730571643,7.57865155626285e-05,0.000197370248108442,1.42916545789081,"Rv3453",52
"Rv2467",-0.42235039005417,7.5941808178981,-6.64645544626492,7.64975050117397e-05,0.000199088345818087,0.625018527115664,"Rv2467",52
"Rv2936",-0.450605582593056,7.36463709749704,-6.63804225326328,7.72663907001445e-05,0.000200954718746592,0.637199927443955,"Rv2936",52
"Rv0001",-0.584748423258226,6.96834205071091,-6.63126953030406,7.78914541555647e-05,0.000202444790151311,0.673592351461668,"Rv0001",52
"Rv0825c",0.834599300863561,4.5074414615131,6.61899549577664,7.90382864866706e-05,0.000205288071189125,1.05270689361639,"Rv0825c",52
"Rv3779",-0.558289790280803,5.47111623318865,-6.61669505651763,7.92552639011935e-05,0.000205714030567068,0.878028343236084,"Rv3779",52
"Rv1850",-0.490757549136611,5.93650924791703,-6.61430479785022,7.94813987710471e-05,0.000206163173966584,0.785851070075763,"Rv1850",52
"Rv2015c",0.826071298068571,5.4495442704602,6.60857019284095,8.00267950546685e-05,0.000207282374809284,0.834554910766707,"Rv2015c",52
"Rv2825c",0.803708873646305,6.40987164513596,6.6084124417399,8.00418554995632e-05,0.000207282374809284,0.698677262341564,"Rv2825c",52
"Rv0060",0.442803141652798,7.58524189321736,6.60808604168157,8.00730265809752e-05,0.000207282374809284,0.566352210002243,"Rv0060",52
"Rv1972",1.65620594596035,1.9051529809816,6.60451697524264,8.04147328623615e-05,0.000208028252967721,1.65795337372175,"Rv1972",52
"Rv1187",0.688957347253755,6.86846358811985,6.59924092485065,8.09227726848306e-05,0.000209203146694539,0.624897050058435,"Rv1187",52
"Rv3777",0.458145663933963,6.6330801578252,6.59424295565064,8.14072527396153e-05,0.000210315610371208,0.646888195535793,"Rv3777",52
"Rv3209",-0.526983314125797,6.86969320577582,-6.59264223935105,8.15630842196988e-05,0.000210578095761363,0.62388932232845,"Rv3209",52
"Rv2254c",-1.30371455302662,3.07463240332256,-6.58792221889247,8.20244727975976e-05,0.000211628589948885,1.43494593134929,"Rv2254c",52
"Rv3181c",0.877008869542219,3.33835783548566,6.58663723831845,8.21505718569933e-05,0.000211813194236856,1.29585386170945,"Rv3181c",52
"Rv3834c",-0.926641418912609,4.11914737444818,-6.58059199142263,8.27466425562231e-05,0.000213208502352896,1.14528617047518,"Rv3834c",52
"Rv1258c",-0.815882190888099,3.7756408385686,-6.57504706821836,8.32975127771851e-05,0.000214485571693508,1.20293462174342,"Rv1258c",52
"Rv2702",0.700270216770608,6.76882609181422,6.56638055044499,8.41664976241428e-05,0.000216579529671668,0.597222986281253,"Rv2702",52
"Rv0919",1.42752037509389,2.67133123100734,6.55079392480277,8.57542365935672e-05,0.000220519007081339,1.43591562027809,"Rv0919",52
"Rv0660c",-0.648172132924818,7.32050802322101,-6.54970098173957,8.58667838440872e-05,0.000220662290977227,0.532999936365309,"Rv0660c",52
"Rv0479c",0.477482040165951,7.20570411455382,6.54205213953532,8.66589373832932e-05,0.00022255069699691,0.51591178823559,"Rv0479c",52
"Rv3198c",0.502888072478874,7.02339608402617,6.53800221406694,8.7081579108652e-05,0.000223488282669462,0.530621863118245,"Rv3198c",52
