"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","DE_index"
"Rv0236c",-0.879933226888076,8.63622036592763,-13.7852477247148,1.48957413628243e-07,1.23064178110312e-06,7.38930910701926,"Rv0236c",52
"Rv0297",1.08443809794439,7.68363112915903,13.7627952174541,1.5115947020062e-07,1.2461830632463e-06,7.39987034663796,"Rv0297",52
"Rv0166",1.42896332843828,9.12013338095905,13.7584264105429,1.51592100095423e-07,1.24710195904772e-06,7.36168257085587,"Rv0166",52
"Rv3766",1.31322647544822,6.3322103625434,13.7351399314934,1.53921221929277e-07,1.26358584514034e-06,7.51621305869487,"Rv3766",52
"Rv3578",-1.72747984332244,4.47520360638352,-13.6805297423315,1.59539496067381e-07,1.30694485913427e-06,7.83364382539366,"Rv3578",52
"RVnc0024",1.20262770577781,6.28557837243547,13.6118178950748,1.66931850031235e-07,1.36462394457113e-06,7.43038688693975,"RVnc0024",52
"Rv0429c",-1.38259770345688,4.73233746036591,-13.6059101665076,1.67584833326358e-07,1.3663222729033e-06,7.72043428482791,"Rv0429c",52
"Rv3874",1.46008472595124,11.3047039519925,13.6035783026501,1.67843349002028e-07,1.3663222729033e-06,7.2984724564971,"Rv3874",52
"Rv0320",-2.12758657853846,3.0927553058421,-13.5863531533028,1.69766629438102e-07,1.3790874939501e-06,7.98545475614421,"Rv0320",52
"Rv1715",-1.74536167650855,3.65473844227024,-13.5718273350464,1.71407388897996e-07,1.38950916720442e-06,7.89596001852547,"Rv1715",52
"Rv2045c",1.53183918068213,6.95176921788231,13.545214573327,1.74458927474914e-07,1.41130003205227e-06,7.29658614739738,"Rv2045c",52
"Rv1392",-0.788154513360258,8.86798090675285,-13.5304469128171,1.76178031541e-07,1.42224385961269e-06,7.20130947628076,"Rv1392",52
"Rv3312A",1.5920302881327,5.74967820545712,13.5229245145745,1.77060879814899e-07,1.42640538655861e-06,7.4446154693211,"Rv3312A",52
"Rv3882c",-0.815499372635957,7.50391587402276,-13.5132103670437,1.78208174126369e-07,1.43267565244863e-06,7.24438185704468,"Rv3882c",52
"Rv0819",-1.06873706547047,6.0191272745179,-13.4940104685146,1.80499948345664e-07,1.44810185831862e-06,7.40730022158919,"Rv0819",52
"Rv0514",-1.31711165063713,5.90685428675857,-13.4884114201999,1.81174371163744e-07,1.45051563552334e-06,7.43090082681036,"Rv0514",52
"Rv3491",0.986937276465211,7.31724288122443,13.4600397200382,1.84634769528382e-07,1.47517862156113e-06,7.20823578942808,"Rv3491",52
"Rv2405",1.24341149006564,6.59425217243312,13.451494283502,1.85691242152208e-07,1.48057308681114e-06,7.27691835273143,"Rv2405",52
"Rv1955",1.59780304146303,4.04197879330325,13.4473918118489,1.86200794665813e-07,1.48159361821179e-06,7.69097703606538,"Rv1955",52
"Rv1861",1.22513543986884,5.31872445689039,13.4357116331713,1.87659998398885e-07,1.49015086663163e-06,7.44815812133253,"Rv1861",52
"Rv1403c",-2.71605000668536,3.91584590614395,-13.4282687500394,1.88596404245733e-07,1.49397324387092e-06,7.80670744537015,"Rv1403c",52
"Rv1365c",1.92018234714758,4.5530227710425,13.4257784828943,1.88910858290142e-07,1.49397324387092e-06,7.59249387201596,"Rv1365c",52
"Rv1075c",-1.57434183731425,4.7337389259701,-13.409452493851,1.90986750236256e-07,1.50681043582169e-06,7.60079912933558,"Rv1075c",52
"Rv2940c",-0.803165645044301,11.1685076583662,-13.4069262297892,1.9131020985323e-07,1.50681043582169e-06,7.15361129165215,"Rv2940c",52
"Rv2431c",-1.4977595524748,5.93539677411969,-13.4004250336825,1.92145392091285e-07,1.51032501516288e-06,7.37004885261883,"Rv2431c",52
"Rv1477",-1.03833341026596,8.50744117140151,-13.376816179771,1.95212262936006e-07,1.53133175147578e-06,7.10162821206294,"Rv1477",52
"Rv3683",1.28173479169808,7.6913466668773,13.3564742568921,1.97898013879495e-07,1.54927013688323e-06,7.10614824857938,"Rv3683",52
"Rv1328",-0.772054441944449,7.9582031889592,-13.3472376520758,1.99130937508034e-07,1.55578557413219e-06,7.09607634070919,"Rv1328",52
"Rv3862c",-2.00867737450365,5.7151110465395,-13.3408501649616,1.99988500954509e-07,1.55674409920641e-06,7.40064052175482,"Rv3862c",52
"Rv3924c",-1.03489432316175,6.01781413139583,-13.3366796991036,2.00550608445293e-07,1.55674409920641e-06,7.29358665360649,"Rv3924c",52
"Rv2402",0.819292363611272,6.94713959518388,13.3362439712267,2.00609437424609e-07,1.55674409920641e-06,7.14990321211038,"Rv2402",52
"Rv3400",-0.890136663339072,6.77974367475181,-13.3326714878044,2.01092486803059e-07,1.55674409920641e-06,7.18551439570298,"Rv3400",52
"Rv2108",-1.90102530508747,5.48183580650497,-13.3314482012952,2.01258186402683e-07,1.55674409920641e-06,7.42677546358954,"Rv2108",52
"Rv1110",1.97452622999438,8.70108455940532,13.2760925578369,2.08916036242396e-07,1.61276534538613e-06,7.01648223151457,"Rv1110",52
"Rv3646c",-0.722327281392408,8.56659394180556,-13.2523610437278,2.12296826078863e-07,1.63561225330203e-06,7.0026810881475,"Rv3646c",52
"Rv1251c",-0.991498461222641,6.1433910847305,-13.1915567193361,2.21237181230168e-07,1.70111678161731e-06,7.1635834097901,"Rv1251c",52
"Rv3588c",2.06424721135729,7.26101761893337,13.1761571477606,2.23566709517327e-07,1.71230092286384e-06,7.00690539727151,"Rv3588c",52
"Rv3135",-1.60692738013883,6.27289000479656,-13.1761113876503,2.23573671875345e-07,1.71230092286384e-06,7.16989348650823,"Rv3135",52
"Rv0658c",-1.30105198426972,5.38617007449383,-13.1473951784866,2.27990270403984e-07,1.74268940940683e-06,7.2673224313252,"Rv0658c",52
"Rv0560c",1.56126820925708,5.0845375894607,13.094020478623,2.3645685732232e-07,1.80385457167499e-06,7.25175316675251,"Rv0560c",52
"Rv2450c",-4.42851986124831,3.41114217183103,-13.088099077677,2.37417276555605e-07,1.80762997032434e-06,7.67721178197907,"Rv2450c",52
"Rv3290c",1.71041321193439,7.35418285265891,13.0709856619303,2.40217208413461e-07,1.82536872851168e-06,6.91817071031884,"Rv3290c",52
"Rv0862c",-0.98629753369904,6.36525710395988,-13.0591924595537,2.4216785177052e-07,1.83659720395494e-06,7.03532693837793,"Rv0862c",52
"Rv2345",0.817248707117981,7.53264577119423,13.0399183802483,2.45393513244058e-07,1.8574327717869e-06,6.88056470110336,"Rv2345",52
"Rv3088",2.18202039632844,5.66510577534423,13.0065074447255,2.51097746962043e-07,1.89691157870353e-06,7.11714192766849,"Rv3088",52
"Rv1492",0.993089853091792,7.97277785456325,12.9919409767224,2.53630238894107e-07,1.91232275267149e-06,6.81383547432859,"Rv1492",52
"Rv0431",-0.956096475727627,6.34041866024839,-12.9800756418315,2.55713905832811e-07,1.92429669835039e-06,6.97954703321603,"Rv0431",52
"Rv2650c",0.863821314428693,6.98933192209764,12.9605820565028,2.59178202376188e-07,1.94659373274031e-06,6.86392296663944,"Rv2650c",52
"Rv0014c",-0.80577008969131,7.49577164249318,-12.9502877155952,2.61028480994015e-07,1.95670577548216e-06,6.83113461925734,"Rv0014c",52
"Rv2118c",-1.10021725796542,5.75935833139298,-12.947000035133,2.61622460336288e-07,1.95737960209211e-06,7.04938635276727,"Rv2118c",52
"Rv0516c",2.42483979894774,6.93459668515886,12.9344265040371,2.63907863724723e-07,1.9697417845776e-06,6.86525791202302,"Rv0516c",52
"Rv1375",-1.49535043978811,5.85636814684956,-12.932339478613,2.64289330354089e-07,1.9697417845776e-06,7.04325298564795,"Rv1375",52
"Rv3728",-1.35971274405216,5.58741049114871,-12.9234905386785,2.65913497036539e-07,1.97805001722774e-06,7.07484640356387,"Rv3728",52
"Rv0633c",-1.27121732501582,5.41517682119978,-12.9149706870837,2.67487649956175e-07,1.98595515254269e-06,7.09002155584855,"Rv0633c",52
"Rv0305c",1.1187483237358,6.14237404776795,12.9050807328381,2.69327825708901e-07,1.99580142600699e-06,6.9267159502163,"Rv0305c",52
"Rv1368",1.04110135383005,7.47747849311241,12.9019051691537,2.6992163980648e-07,1.9963918616544e-06,6.78286293860192,"Rv1368",52
"Rv1735a",4.21444451044264,1.62061602299817,12.8871220105813,2.72705052767022e-07,2.01314395417176e-06,7.52855626792634,"Rv1735a",52
"Rv2888c",-0.868563610405551,7.99219141919759,-12.8566075973723,2.78550856100746e-07,2.05239653555825e-06,6.72928710384132,"Rv2888c",52
"Rv2710",0.982738956893167,10.2151275029014,12.8495270839556,2.79926938433466e-07,2.05862935972944e-06,6.70567129614845,"Rv2710",52
"Rv2588c",0.813070822049572,7.50787783407155,12.828188439138,2.84119521701697e-07,2.08551248160244e-06,6.72023354939049,"Rv2588c",52
"Rv3085",2.24217869374375,5.58210282961823,12.8247072108331,2.84810043540067e-07,2.0865623745783e-06,6.98997432341629,"Rv3085",52
"Rv3084",2.32632443494133,5.49754148078117,12.8220554746814,2.85337270384001e-07,2.0865623745783e-06,7.0083345155648,"Rv3084",52
"Rv0822c",-0.853260409780976,8.50033232904236,-12.8129601970991,2.87153801556225e-07,2.09589889368952e-06,6.67676786240878,"Rv0822c",52
"Rv3909",-1.00320248787649,7.09099026529158,-12.778494377906,2.94153820289021e-07,2.14296300972283e-06,6.7379020934908,"Rv3909",52
"Rv1448c",2.32375027546795,8.3340917599869,12.7728076134366,2.95326755432434e-07,2.14747901000776e-06,6.65184352199727,"Rv1448c",52
"Rv0195",-3.44575786279959,1.22280466156084,-12.7663652601202,2.96661759778374e-07,2.15315441723257e-06,7.43321347791605,"Rv0195",52
"Rv1862",0.925742149299301,6.68788925985463,12.751496020566,2.99768440676176e-07,2.17164338646565e-06,6.73960736319894,"Rv1862",52
"Rv1711",-0.981136333120723,5.98583486317731,-12.7437291450533,3.01405425392482e-07,2.17943625102236e-06,6.84785089721512,"Rv1711",52
"Rv1527c",-0.829393369934876,7.9060500583614,-12.734650416045,3.03331387424758e-07,2.18928583154338e-06,6.63923661875434,"Rv1527c",52
"Rv3043c",0.694736466342047,8.77346615089074,12.7115353406654,3.08296454961581e-07,2.22099282860077e-06,6.58361518393117,"Rv3043c",52
"Rv1713",-0.710205667451535,7.91981793435614,-12.6899329522253,3.13017565264459e-07,2.25082815911462e-06,6.6021590376794,"Rv1713",52
"Rv3439c",-1.22470446019254,5.27460879632377,-12.66672084741,3.18179341840815e-07,2.28371605243602e-06,6.92612792794167,"Rv3439c",52
"Rv0134",-0.945082519637804,7.6491966203169,-12.6605715586,3.19562433688354e-07,2.28941130998501e-06,6.6012449915719,"Rv0134",52
"Rv3807c",-0.960860825590418,6.35107191213201,-12.6381297371342,3.24666452812792e-07,2.32169398945133e-06,6.71677245822018,"Rv3807c",52
"Rv1397c",0.739835065656436,7.62103932309592,12.6287380269376,3.26829017160952e-07,2.33286226771319e-06,6.55968431591907,"Rv1397c",52
"Rv3047c",-1.78218801054576,3.8095760647599,-12.622009610492,3.28388070229247e-07,2.33968968201866e-06,7.19344884260736,"Rv3047c",52
"Rv0892",-1.42983200070807,5.5048776990661,-12.6141511206602,3.30219345991064e-07,2.34842805949323e-06,6.86652707938812,"Rv0892",52
"Rv3443c",-0.789209657361172,7.27907297238726,-12.6006709292355,3.33386888647764e-07,2.36662027169884e-06,6.57844832425102,"Rv3443c",52
"Rv0637",-0.85562082579578,6.7563111225177,-12.5883129562112,3.36320135015026e-07,2.38308592018859e-06,6.62843747356786,"Rv0637",52
"Rv3422c",-1.39532782050493,5.15529404517929,-12.5780622967199,3.38774754475798e-07,2.39610632355104e-06,6.89155758445482,"Rv3422c",52
"Rv2859c",-1.08734878412094,5.43738180790574,-12.564104346585,3.42148880330142e-07,2.4155710951308e-06,6.81614978543338,"Rv2859c",52
"Rv2939",-0.874572235091563,6.09443843245408,-12.5605443497272,3.43015364398419e-07,2.4172933937551e-06,6.68932445084842,"Rv2939",52
"Rv1533",0.885324253212319,8.7331892718268,12.5550355892087,3.44360930826368e-07,2.41961585790959e-06,6.46315915620542,"Rv1533",52
"Rv2860c",-0.869375481066053,6.43449326337619,-12.5518431602477,3.45143369595749e-07,2.41961585790959e-06,6.63675147221906,"Rv2860c",52
"Rv1874",0.914573053968325,5.56759184453315,12.5495387601241,3.45709375494231e-07,2.41961585790959e-06,6.7302458437516,"Rv1874",52
"Rv2243",-1.1457462820985,8.58201554710318,-12.549017919891,3.45837445567815e-07,2.41961585790959e-06,6.47778197688238,"Rv2243",52
"Rv3540c",1.09046687193094,5.22252745771707,12.5363439473793,3.48970015882345e-07,2.4371413159553e-06,6.78187504642299,"Rv3540c",52
"Rv2166c",-1.01568070297991,7.39239405097517,-12.5336692803659,3.49635084373173e-07,2.43740221296415e-06,6.52661257902781,"Rv2166c",52
"Rv0566c",1.01539816345545,5.79015618691913,12.5251947321464,3.51751549400688e-07,2.44776212602665e-06,6.68620946052721,"Rv0566c",52
"Rv0896",0.985713576360221,10.382740567348,12.5076694701826,3.56173245129685e-07,2.47409787269869e-06,6.44635655815735,"Rv0896",52
"Rv1799",-1.41703164408753,5.49918568421453,-12.4964346120303,3.59040005652217e-07,2.4885141516282e-06,6.76139597050132,"Rv1799",52
"Rv0746",-1.24888577881066,4.69145915207285,-12.4945227476973,3.59530373181411e-07,2.4885141516282e-06,6.90252949563323,"Rv0746",52
"Rv2280",1.41628922846571,8.35961757529074,12.4835866381735,3.62349543123447e-07,2.50356454795079e-06,6.41463038087027,"Rv2280",52
"Rv2050",1.31261669394598,5.78245879288713,12.4768924737179,3.64087199514947e-07,2.51110230145034e-06,6.64994474977475,"Rv2050",52
"Rv1292",-1.00637075357544,6.55791254776385,-12.4685629049926,3.662621873976e-07,2.52162424408667e-06,6.56272372718276,"Rv1292",52
"Rv3883c",-0.779627951024705,8.009613367482,-12.4553786447367,3.69734101404733e-07,2.54102215177802e-06,6.41699280630075,"Rv3883c",52
"Rv3880c",1.00859312246404,7.56872396150909,12.4467785199156,3.7201835033064e-07,2.55220362956515e-06,6.42404549087565,"Rv3880c",52
"Rv1200",-0.920887190172879,6.59534547043512,-12.4352546356918,3.7510355165618e-07,2.56883084846728e-06,6.524957574041,"Rv1200",52
"Rv0108c",1.13766455671083,8.21367894402027,12.4306601270256,3.76341445980573e-07,2.57277083581437e-06,6.37767694444901,"Rv0108c",52
"Rv3705A",1.5894025237582,4.53239900330886,12.4203026602304,3.79148572250619e-07,2.57879773562862e-06,6.84241962903467,"Rv3705A",52
"Rv2224c",0.812327592087296,8.73799126630335,12.4192671440226,3.79430486951299e-07,2.57879773562862e-06,6.35701990808616,"Rv2224c",52
"Rv2861c",-0.89680532271225,7.27460157366837,-12.4180661915845,3.79757729864155e-07,2.57879773562862e-06,6.44043586921582,"Rv2861c",52
"Rv1566c",-1.12037170792263,7.48582207146167,-12.4176194018999,3.79879553123762e-07,2.57879773562862e-06,6.42991781708754,"Rv1566c",52
"Rv3875",1.11308798719959,11.5362150026333,12.4142137775941,3.80809557214025e-07,2.58059949504723e-06,6.41290755774855,"Rv3875",52
"Rv1571",-1.69476918023285,4.03532664341916,-12.3979182248517,3.85294342110502e-07,2.60644238748272e-06,6.98424418243712,"Rv1571",52
"Rv0382c",-0.858189807051169,6.42808641006006,-12.392643707175,3.86758396089521e-07,2.61107870614539e-06,6.51662634427012,"Rv0382c",52
"Rv1908c",0.796932096094563,7.34302249771788,12.3906098252906,3.87324577579126e-07,2.61107870614539e-06,6.39659747145111,"Rv1908c",52
"Rv3505",1.0955193242024,5.99544165886806,12.3862878180895,3.88530746358744e-07,2.61467051665685e-06,6.54612813777002,"Rv3505",52
"Rv3273",0.758494961914469,8.61717836606307,12.3836007094495,3.89282737502692e-07,2.6151987365449e-06,6.32914973488146,"Rv3273",52
"Rv3027c",-1.87057616410363,3.63554867457717,-12.3627717070843,3.95166382741388e-07,2.65014000722765e-06,7.02997423980416,"Rv3027c",52
"Rv0950c",-1.12267066685252,6.30086956290282,-12.3603472053311,3.95857574580711e-07,2.6501982105119e-06,6.51973764321441,"Rv0950c",52
"Rv3478",0.876992780749532,10.8456438376866,12.3137341913232,4.09408334114343e-07,2.73278764217773e-06,6.30549546980403,"Rv3478",52
"Rv3137",-1.06580870017502,5.77994450650553,-12.31308224229,4.09601444179099e-07,2.73278764217773e-06,6.56139138789409,"Rv3137",52
"Rv3762c",1.52888232554464,6.58782459718305,12.3090896465988,4.10786256530167e-07,2.73599148217262e-06,6.40162636788322,"Rv3762c",52
"Rv1159A",1.19469148656723,7.32041926713394,12.2937540895226,4.15372305952725e-07,2.76179908221649e-06,6.32500867546173,"Rv1159A",52
"Rv2091c",0.921019601206585,8.35800455075073,12.2816255077453,4.19039223428437e-07,2.7791256582542e-06,6.25341274746063,"Rv2091c",52
"Rv1245c",-0.845467688640078,7.35361930814888,-12.2804068251942,4.19409640931486e-07,2.7791256582542e-06,6.3276808946764,"Rv1245c",52
"Rv2719c",-1.03854742856338,5.79919785637707,-12.2675426104217,4.23341758319095e-07,2.80040212530331e-06,6.51292868026028,"Rv2719c",52
"Rv0578c",0.971365194905673,9.71688845680132,12.2553973778028,4.27091362149835e-07,2.8204009510677e-06,6.23584526578937,"Rv0578c",52
"Rv1524",-1.2867225343961,4.70319903470939,-12.2475280796296,4.29540356337186e-07,2.83175756138759e-06,6.69753538394442,"Rv1524",52
"Rv2313c",0.885443688544368,6.29462482074675,12.2305013802243,4.3489226877106e-07,2.86218081294581e-06,6.37888057095922,"Rv2313c",52
"Rv2164c",-1.11618362126258,6.82425933855211,-12.2227455979522,4.37354389092785e-07,2.87351453950471e-06,6.34453705120907,"Rv2164c",52
"Rv3859c",1.1503883925416,9.9541940856578,12.2186207694092,4.38670085342853e-07,2.87729044153091e-06,6.21242110607595,"Rv3859c",52
"Rv2386a",1.37165385779129,4.099533833708,12.2075013112197,4.42238602064943e-07,2.89580521385864e-06,6.73647020382132,"Rv2386a",52
"Rv3554",-1.53489442865125,5.75446626738121,-12.1725975458192,4.53649209892069e-07,2.96552168688704e-06,6.47254292687177,"Rv3554",52
"Rvnr02",2.03623950641333,12.3479023076038,12.1632726063282,4.56752243779233e-07,2.98078817242817e-06,6.2785772730695,"Rvnr02",52
"Rv2941",1.39680525626068,9.95171245472515,12.1402585970658,4.64510958040342e-07,3.02633565448095e-06,6.15084071201395,"Rv2941",52
"Rv3602c",-1.31214812316815,6.10929056327805,-12.1242239778004,4.70002386453222e-07,3.05508439194204e-06,6.37698061176307,"Rv3602c",52
"Rv1552",4.39015230192392,4.64349657764372,12.1227894073949,4.70497158480902e-07,3.05508439194204e-06,6.71022799897192,"Rv1552",52
"Rv3510c",-1.43457237394327,4.52781025823597,-12.1191985336232,4.71738136688547e-07,3.05802868908452e-06,6.64078671880325,"Rv3510c",52
"Rv1994c",1.79996036081967,4.85299279399098,12.1156060759194,4.72983266668828e-07,3.06099004079176e-06,6.54871536571133,"Rv1994c",52
"Rv0348",2.36507282151973,3.80670614725412,12.0995478252565,4.78593361931709e-07,3.09214313540903e-06,6.73519171261298,"Rv0348",52
"Rv3918c",-0.806233187092364,7.02638475810091,-12.0965686406376,4.79642196144406e-07,3.09377183991483e-06,6.20798261277142,"Rv3918c",52
"Rv3738c",-2.4816873510572,3.69453515036716,-12.0725451784316,4.88192758323193e-07,3.14370228950076e-06,6.81040912861228,"Rv3738c",52
"Rv2638",1.58685838458523,4.4372227803304,12.0689535554538,4.89485456723839e-07,3.14680799413686e-06,6.58669411338734,"Rv2638",52
"Rv0170",0.691486580110654,7.43776801527632,12.0555750500979,4.9433389597936e-07,3.17272482328571e-06,6.12097611087514,"Rv0170",52
"Rv0272c",0.902399453297475,5.82710279957554,12.0520194452739,4.95631334944905e-07,3.17580276170143e-06,6.30628350853327,"Rv0272c",52
"Rv2974c",-1.19510014861257,5.31082221198943,-12.0464536012572,4.9766983772783e-07,3.18155870132718e-06,6.42474964565204,"Rv2974c",52
"Rv2864c",-1.08714473246932,6.02133474131252,-12.0450963090124,4.98168346743993e-07,3.18155870132718e-06,6.30934282389954,"Rv2864c",52
"Rv2139",-1.11505267474681,6.16439512536107,-12.0188110854745,5.07931577360913e-07,3.23858508192517e-06,6.25881971814369,"Rv2139",52
"Rv3053c",0.930241336261203,8.60836619326438,12.0039721845604,5.13536073838401e-07,3.26895176182707e-06,6.02704360133566,"Rv3053c",52
"Rv0945",-1.03640254903486,5.95526368158302,-12.0007960396388,5.14744488073141e-07,3.27128125562685e-06,6.28262606899825,"Rv0945",52
"Rv3923c",-1.63329617680382,5.91653310252094,-11.9966511165151,5.16326196337138e-07,3.27597160192338e-06,6.29099298923863,"Rv3923c",52
"Rv0282",-0.649575116184741,9.99014912608763,-11.989725264453,5.18981054803539e-07,3.28562438159514e-06,6.02919831999926,"Rv0282",52
"Rv0799c",-0.888327463177031,6.0491031591277,-11.988272385697,5.19539884187334e-07,3.28562438159514e-06,6.24429188824453,"Rv0799c",52
"Rv3393",-1.31579964897651,4.72771339146265,-11.985437477941,5.2063219845461e-07,3.28717857983618e-06,6.50417947653439,"Rv3393",52
"Rv2204c",1.08655072593251,9.29765370699629,11.9819709871115,5.21971301657869e-07,3.29028338366478e-06,6.01254465002238,"Rv2204c",52
"Rv3046c",1.59277502381994,4.65977105825975,11.9667858446432,5.27882129911392e-07,3.32214961174382e-06,6.46552959121417,"Rv3046c",52
"Rv3411c",0.780769097539263,9.15746053978308,11.9517598715041,5.33803554905646e-07,3.35397929401072e-06,5.98587574820333,"Rv3411c",52
"Rv1881c",1.51173532444849,6.02888530524416,11.9494883101798,5.3470507090882e-07,3.35421613948134e-06,6.18264144030102,"Rv1881c",52
"Rv1553",2.67997596582171,2.21502566328238,11.9453422245933,5.36354851761003e-07,3.35913853127092e-06,6.8542866818329,"Rv1553",52
"Rv0281",-0.919359339114406,7.52570042466167,-11.9148114460068,5.48677279668738e-07,3.43077918994156e-06,6.01982177786223,"Rv0281",52
"Rv0635",-0.960077406314613,5.95231150286187,-11.9057649850599,5.52388049986981e-07,3.4484289358512e-06,6.18983487457,"Rv0635",52
"Rv3275c",-0.98650510328795,5.38061994321062,-11.8951126811105,5.56792952094033e-07,3.47034836754596e-06,6.2916450363237,"Rv3275c",52
"Rv1198",1.26806104708508,10.1342048626384,11.8904325304079,5.58740475553352e-07,3.47690587591933e-06,5.95042121664248,"Rv1198",52
"Rv1163",0.993068892980026,6.04349402517553,11.8437746486532,5.78570959928302e-07,3.59454565984255e-06,6.10750580362647,"Rv1163",52
"Rv0854",1.15030588317802,4.87567175862766,11.8392772009391,5.80522992522193e-07,3.59507946612868e-06,6.30532516861631,"Rv0854",52
"Rv0225",-1.1915357154456,6.79783207655287,-11.8366484286016,5.81667315331622e-07,3.59507946612868e-06,6.03395692781337,"Rv0225",52
"Rv1689",-0.873610524155471,6.48088162610088,-11.8356378538365,5.82107885537517e-07,3.59507946612868e-06,6.05874187274434,"Rv1689",52
"Rv1505c",-1.91771977983643,3.98266596934381,-11.8350592833145,5.82360284366454e-07,3.59507946612868e-06,6.5592914280739,"Rv1505c",52
"Rv2379c",-0.995867495210754,6.66846966607917,-11.8163437973658,5.90590111495768e-07,3.63934056442158e-06,6.03337015452927,"Rv2379c",52
"Rv3033",1.94467712935155,3.84947028562289,11.8145072781326,5.9140455733969e-07,3.63934056442158e-06,6.50448107287127,"Rv3033",52
"Rv1831",1.01871824560645,7.25410681771397,11.7959311987253,5.99712336800832e-07,3.68462500600891e-06,5.92656733905887,"Rv1831",52
"Rv0530A",1.39924814679047,5.10747308270382,11.7800190632285,6.0693084539707e-07,3.72308447500288e-06,6.22343304533774,"Rv0530A",52
"Rv0315",-0.831413694012647,6.92338224413591,-11.7612466896167,6.15570016808291e-07,3.77012362029431e-06,5.94859176506187,"Rv0315",52
"Rv1285",1.44910849666872,5.02359448075292,11.7277819078317,6.31308145544184e-07,3.86042445535128e-06,6.18581194939085,"Rv1285",52
"Rv0386",-1.24822891564928,5.37583229338214,-11.7109294331442,6.3940079864225e-07,3.903688708214e-06,6.14326718935598,"Rv0386",52
"Rv2003c",1.77546095305017,3.96616929979719,11.7088774273397,6.40393949815174e-07,3.903688708214e-06,6.40484087624766,"Rv2003c",52
"Rv1978",1.0146966807207,5.53835290215885,11.7008487673283,6.44296080284368e-07,3.92131924724796e-06,6.0688390113207,"Rv1978",52
"Rv0545c",-0.784913591958711,9.78069249495462,-11.6986054178369,6.4539107301738e-07,3.92183652038574e-06,5.78799736735443,"Rv0545c",52
"Rv2134c",0.763005042243226,7.91123593486494,11.6777438381145,6.55672314830003e-07,3.97808687263266e-06,5.78132426655705,"Rv2134c",52
"Rv3455c",-0.930555558997079,6.94507005267739,-11.661266779455,6.63920067112089e-07,4.02184340186621e-06,5.86341657426421,"Rv3455c",52
"Rv1747",-0.679099879399004,8.34473218853217,-11.6367093371991,6.76425057517849e-07,4.09121261423958e-06,5.74187680692762,"Rv1747",52
"Rv1111c",-0.776291345598515,6.73286355077401,-11.6331359726526,6.78266152787253e-07,4.09596807351929e-06,5.86165559033761,"Rv1111c",52
"Rv2938",-0.85855768223267,6.31610617594223,-11.6300059631465,6.79883347333398e-07,4.09935875418569e-06,5.91470609190682,"Rv2938",52
"Rv0768",1.284039026603,4.64384078883004,11.6262162931708,6.81847048480057e-07,4.10482494457064e-06,6.16688676565608,"Rv0768",52
"Rv1213",0.908374128751603,6.94135292358548,11.617299207248,6.86492282105076e-07,4.12639246348918e-06,5.81164844787736,"Rv1213",52
"Rv1489",0.886842962941582,5.8311265354416,11.6079429832194,6.91403721607054e-07,4.14747580637333e-06,5.94311641267653,"Rv1489",52
"Rv0972c",1.46131884290136,4.84935509479584,11.6065541512184,6.92136060399155e-07,4.14747580637333e-06,6.12451465101626,"Rv0972c",52
"Rv0810c",1.22173510785863,8.24552521799561,11.588521178394,7.01722788283464e-07,4.18938316265255e-06,5.69702259104694,"Rv0810c",52
"Rv0530",-0.750271974922675,7.24540957374479,-11.5878066867644,7.02105623286169e-07,4.18938316265255e-06,5.77135625268077,"Rv0530",52
"Rv3282",-1.34916719329212,5.64808677223204,-11.5873203802874,7.02366324719755e-07,4.18938316265255e-06,5.99099033911221,"Rv3282",52
"Rv0821c",0.741703461742917,8.69781711442682,11.5799983711462,7.06304435042977e-07,4.20146329841504e-06,5.67821649263567,"Rv0821c",52
"Rv2374c",0.796269789809698,8.36245832980191,11.5795328451192,7.06555635813809e-07,4.20146329841504e-06,5.68064934338379,"Rv2374c",52
"Rv0476",0.827530251758999,6.80776457473935,11.570247468719,7.1158666070745e-07,4.22490979132573e-06,5.78283368734163,"Rv0476",52
"Rv3773c",1.03975180587129,5.33266366554879,11.5677820132499,7.12929108629009e-07,4.22641790657472e-06,5.98961376014828,"Rv3773c",52
"Rv1485",-1.51400649679135,4.50614330316232,-11.5628570530988,7.15619109640313e-07,4.23589787002033e-06,6.21775570528926,"Rv1485",52
"Rv3384c",-1.62919214493958,3.93603630081738,-11.5530123216243,7.21029792383851e-07,4.26142874250608e-06,6.30395837968313,"Rv3384c",52
"Rv3289c",2.80840059361954,4.20863420302601,11.53851925574,7.29077241485892e-07,4.30244214086583e-06,6.22376213739862,"Rv3289c",52
"Rv3303c",-0.817805530699297,6.52613124367855,-11.5280751376593,7.34937682558231e-07,4.33044464548348e-06,5.80348171176766,"Rv3303c",52
"Rv1932",0.69891732451354,8.33267599937301,11.5200914014939,7.39452477031737e-07,4.35044540653672e-06,5.63201007958045,"Rv1932",52
"Rv2095c",-0.92007325566804,5.66372837346687,-11.5027868225322,7.49343243483575e-07,4.39282113773999e-06,5.9190750611542,"Rv2095c",52
"Rv3414c",-0.768895067169765,7.1970225093739,-11.5018991244632,7.49854532241301e-07,4.39282113773999e-06,5.70363407956511,"Rv3414c",52
"Rv1573",-2.34615381968965,2.57471185308702,-11.5015615989569,7.50049037940152e-07,4.39282113773999e-06,6.51711326200285,"Rv1573",52
